"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"6231075",-117.864994484,33.8891,2013,"3016","0","2","2","03",0,2,"A",,,"Y",,,300,10,"A","I","A","PALM CIR","BRADFORD AV",188,"E","N","2014-04-23",3016,"2013-10-01",35,"1176","5","5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","D","0","Y","C","02",2,0,0,0,0,0,0,0,2,"-","-","PLACENTIA","ORANGE","CA",0,0
"6230871",-117.872382249,33.8965,2013,"3016","0","7","2","12",0,3,"A",,,,,,1500,9,"D","C","A","PLACENTIA AV","BASTANCHURY RD",0,,"Y","2014-04-17",3016,"2013-09-29",1402,"1240","4","5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",1,1,1,0,0,0,0,0,0,"-","-","PLACENTIA","ORANGE","CA",0,0
"6230867",-117.839537281,33.9031,2013,"3025","0","5","2","07",0,1,"A",,,"Y",,,1800,9,"B","C","A","IMPERIAL HWY","PROSPECT AV",667,"W","N","2014-04-17",3002,"2013-09-06",1751,"9212","739J2","5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","08",1,0,0,0,0,0,0,0,1,"-","-","YORBA LINDA","ORANGE","CA",0,0
"6230856",-117.597817737,33.4042,2013,"3017","1","7","2","08",0,1,"A",,,"Y",,,1500,9,"E","I","A","RT 5","AVENIDA SAN LUIS REY",310,"S","N","2014-04-12",9690,"2013-09-22",1405,"20637",,"2","5","0","1",,"2","059","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","SAN CLEMENTE","ORANGE","CA",-117.5975,33.40331
"6230810",-117.928961665,33.8595,2013,"3008","0","1","2","11",0,1,"A","Y",,,,"Y",2400,9,"G","B","D","W ORANGETHORPE AV","HIGHLAND AV",79,"W","N","2014-04-12",3008,"2013-09-16",2329,"1460","Z2","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6230580",-117.735052101,33.5624,2013,"3049","0","4","2","12",0,2,"A",,,,,,1200,10,"D","C","A","WOOD CANYON","BOUNDARY OAK",0,,"Y","2014-04-15",3000,"2013-10-03",1125,"5051","921C7","5","4","0","0",,"0","6M82","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","-","ALISO VIEJO","ORANGE","CA",0,0
"6230109",-117.928722219,33.7382,2013,"3019","0","4","2","10",0,2,"A","Y",,,,,2400,9,"G","B","B","MCFADDEN","NEWHOPE",0,,"Y","2014-04-07",3019,"2013-09-19",2109,"3198","WE","5","7","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",3,"A","-",21950,"A","F","A","H","-","C","A","0","Y","-","99",1,0,1,0,2,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6229585",-117.888482207,33.7488,2013,"3019","0","7","2","09",0,2,"A",,,,,,600,9,"D","C","A","5TH ST","PACIFIC ST",0,,"Y","2014-04-14",3019,"2013-09-29",302,"3231","WE","5","7","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","C","D","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6229558",-117.904122228,33.7055,2013,"3019","0","3","2","18",0,1,"A",,"Y",,,,1800,9,"E","A","A","GREENVILLE ST","GARRY AV",0,,"Y","2014-04-12",3019,"2013-09-11",1504,"5647","SE","5","7","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"C","-",0,,"N","A","H","-","A","D","0","Y","-","-",1,0,0,0,0,0,1,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6228661",-117.718702059,33.4789,2013,"3029","0","7","2","01",0,1,"A",,,"Y",,"Y",300,9,"F","I","A","PACIFIC COAST HWY","SHORELINE DR",0,,"Y","2014-04-21",3000,"2013-09-22",150,"7920","971G6","5","4","0","0",,"0","434","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","A","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","DANA POINT","ORANGE","CA",0,0
"6228286",-117.899568011,33.6457,2013,"3015","3","5","2","11",0,1,"B","Y",,,,,2400,9,"G","B","E","RT 22","SANTIAGO CREEK",545,"W","N","2014-04-11",9675,"2013-09-20",2216,"19172",,"3","6","0","1",,"2","222","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21956,"A","N","A","H","-","D","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ORANGE","ORANGE","CA",-117.85755,33.77716
"6228234",-117.958692139,33.7823,2013,"3009","0","2","2","09",0,1,"A",,,"Y",,,2100,9,"D","C","A","BROOKHURST ST","HIDDEN VILLAGE RD",0,,"Y","2014-04-08",3009,"2013-09-24",1940,"4021","103","5","6","0","0",,"0","012","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","-","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","GARDEN GROVE","ORANGE","CA",0,0
"6227871",-117.875985232,33.8494,2013,"3001","3","1","2","07",0,1,"A",,,"Y",,,900,9,"B","C","A","RT 57","RT 91",136,"S","N","2014-04-08",9675,"2013-09-16",803,"019374",,"1","7","0","1",,"2","571","-","Y",,0,0,,,0,,,,"Y",3,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","ANAHEIM","ORANGE","CA",-117.87576,33.85133
"6227683",-117.774452948,33.6988,2013,"3026","1","4","2","07",0,1,"A",,,"Y",,,1800,9,"B","C","A","RT 5","YALE AV",700,"S","N","2014-04-11",9675,"2013-09-19",1505,"14558",,"2","6","0","1",,"2","530","-","Y",,0,0,,,0,,,,"N",3,"A","-",21658,"A","F","A","H","-","A","D","0","Y","D","22",1,0,0,0,0,0,0,0,1,"-","-","IRVINE","ORANGE","CA",-117.7737,33.69833
"6227085",-118.007222124,33.7628,2013,"3024","0","3","2","05",0,1,"A",,"Y",,,,1800,9,"H","G","A","GOLDENWEST ST","WESTPARK PL",10,"N","N","2014-04-12",3024,"2013-09-25",1755,"00001",,"5","5","0","0",,"0",,"-","Y",,0,0,,,0,,,,"Y",2,"A","-",21650,"1","N","A","H","-","A","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","WESTMINSTER","ORANGE","CA",-118.00726,33.76287
"6224743",-117.885224882,33.748,2013,"3019","0","7","2","12",0,1,"A","Y",,,,,300,9,"G","B","B","SANTA ANA BL","BRISTOL ST",10,"W","N","2014-04-11",3019,"2013-09-15",107,"3252","WE","5","7","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","F","A","D","-","C","A","0","Y","D","22",1,0,0,0,1,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6222770",-117.868583393,33.8787,2013,"3016","0","5","2","10",0,1,"A","Y",,,,,1800,9,"G","B","C","BRADFORD AV","RUBY DR",309,"N","N","2014-04-24",3016,"2013-09-27",1542,"1244","23","5","5","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","PLACENTIA","ORANGE","CA",0,0
"6221194",-117.866511048,33.5935,2013,"3014","0","7","2","08",0,1,"A",,"Y",,,"Y",1500,9,"E","I","A","RT 1","HAZEL DR",54,"E","N","2014-04-10",3014,"2013-09-15",1427,"1293","44","5","5","0","0",,"0",,"-","Y",,0,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6221054",-117.907062147,33.8741,2013,"3008","0","6","2","09",0,2,"A",,,,,,2400,9,"A","C","A","CHAPMAN AV","RAYMOND AV",0,,"Y","2014-04-15",3008,"2013-09-07",2244,"1364","Z2","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","07",1,0,1,0,0,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6220638",-117.984692204,33.8249,2013,"3001","0","4","2","01",0,3,"A",,,,,,1200,9,"D","C","A","DALE AV","WEST ORANGE AV",0,,"Y","2014-04-11",3001,"2013-09-26",1131,"A1555",,"5","7","0","0",,"0","0D1","-","N",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","A","H","-","A","A","0","Y","A","01",1,2,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6220602",-117.932231549,33.8498,2013,"3001","0","4","2","11",0,1,"A","Y",,,,,2100,9,"G","B","D","WEST ST","LODGE AV",95,"S","N","2014-04-11",3001,"2013-09-12",1940,"0845",,"5","7","0","0",,"0","0D2","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","F","A","H","-","C","D","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6220586",-117.917319871,33.8312,2013,"3001","0","1","2","12",0,3,"A",,,,,,2400,9,"E","I","A","HELENA ST","ELM ST",20,"N","N","2014-04-11",3001,"2013-09-16",2336,"415",,"5","7","0","0",,"0","0D2","-","N",,0,0,,,0,,,,"Y",1,"A","-",22450,"A","N","A","H","-","C","A","0","Y","A","07",1,1,1,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6220570",-117.717982692,33.5521,2013,"3040","0","6","2","07",0,1,"A",,"Y",,,,2400,9,"H","G","A","ALICIA PKWY","AWMA RD",22,"S","N","2014-04-12",3000,"2013-09-14",2215,"5377","951F1","5","5","0","0",,"0","740","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","LAGUNA NIGUEL","ORANGE","CA",0,0
"6220080",-117.970856923,33.8513,2013,"3001","1","6","2","01",0,1,"A",,,"Y",,"Y",2400,9,"F","A","A","RT 5","MAGNOLIA AV",2100,"S","N","2014-04-12",9670,"2013-09-21",2108,"18516",,"2","7","0","1",,"2","500","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","ANAHEIM","ORANGE","CA",-117.97031,33.85152
"6219320",-117.949691056,33.6266,2013,"3014","0","6","2","12",0,1,"A","Y",,,,,1500,9,"G","B","B","RT 1","PROSPECT ST",11,"W","N","2014-04-09",3014,"2013-09-28",1417,"1346","17","5","5","0","0",,"0",,"-","Y",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6219316",-117.929825475,33.6117,2013,"3014","0","7","2","01",0,1,"A","Y",,,,"Y",2100,9,"G","B","B","BALBOA BL","26TH ST",4,"E","N","2014-04-09",3014,"2013-09-22",1917,"1376","15","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","B","D","0","Y","A","07",1,0,0,0,1,0,0,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6219307",-117.945762157,33.7091,2013,"3007","0","2","2","11",0,1,"A","Y",,,,,2100,9,"G","B","D","SLATER AV","WARD ST",0,,"Y","2014-04-09",3007,"2013-09-24",2006,"272","46","5","5","0","0",,"0","54M","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"D","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","FOUNTAIN VALLEY","ORANGE","CA",0,0
"6219304",-117.928258618,33.6098,2013,"3014","0","4","2","03",0,1,"A",,,"Y",,,300,9,"E","I","A","NEWPORT BL","22ND ST",17,"S","N","2014-04-09",3014,"2013-09-12",206,"1409","15","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",1,"A","-",22350,,"N","A","H","-","C","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6219296",-117.928162198,33.6257,2013,"3014","0","7","2","11",0,2,"A","Y",,,,,2400,9,"G","B","B","NEWPORT BL","HOSPITAL RD",0,,"Y","2014-04-09",3014,"2013-09-01",2202,"1380","24","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",3,"A","-",21456,"A","N","A","H","-","C","A","0","Y","N","60",1,1,0,0,2,0,0,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6219130",-117.715692173,33.5293,2013,"3040","0","4","2","12",0,3,"A",,,,,,1800,9,"D","C","A","ALICIA PKWY","NIGUEL RD",0,,"Y","2014-04-10",3000,"2013-09-12",1615,"5377","951F4","5","5","0","0",,"0","740","-","N",,0,0,,,0,,,,"Y",4,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",2,0,1,0,0,0,0,0,0,"-","-","LAGUNA NIGUEL","ORANGE","CA",0,0
"6218843",-117.876272107,33.8253,2013,"3001","3","1","2","07",0,1,"A",,,"Y",,"Y",900,9,"C","C","A","RT 57","WAGNER AV",15,"S","N","2014-04-12",9675,"2013-09-16",730,"020627",,"1","7","0","1",,"2","572","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","ANAHEIM","ORANGE","CA",-117.87625,33.82533
"6218796",-117.800050118,33.6639,2013,"3026","1","1","2","03",0,2,"A",,,,,,1800,9,"C","C","A","RT 405","JEFFREY RD",1500,"N","N","2014-04-21",9675,"2013-09-23",1655,"018834",,"2","6","0","1",,"2","406","-","Y",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","IRVINE","ORANGE","CA",-117.80946,33.66542
"6218751",-117.806309836,33.8546,2013,"3001","3","1","2","07",0,1,"A",,,"Y",,,900,9,"B","C","A","RT 91","LAKEVIEW AV",2900,"E","N","2014-04-21",9675,"2013-09-09",640,"15114",,"1","7","0","1",,"2","094","-","Y",,0,0,,,0,,,,"Y",3,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","ANAHEIM","ORANGE","CA",-117.80582,33.8547
"6218596",-117.698772169,33.5364,2013,"3040","0","7","2","00",0,3,"A",,,,,,2100,9,"D","C","A","CROWN VALLEY PKWY","LA PAZ RD",0,,"Y","2014-04-11",3000,"2013-09-01",1938,"5163","951H3","5","5","0","0",,"0","18740","-","N",,0,0,,,0,,,,"Y",3,"D","-",0,,"N","A","H","-","C","A","0","Y","-","-",1,2,0,0,0,0,0,0,0,"-","-","LAGUNA NIGUEL","ORANGE","CA",0,0
"6218168",-118.028702162,33.8393,2013,"3003","0","3","2","01",0,1,"A",,,,,"Y",2400,3,"C","C","A","VALLEY VIEW ST","CRESCENT AV",0,,"Y","2014-02-08",3003,"2013-03-20",2332,"1134","93","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","BUENA PARK","ORANGE","CA",0,0
"6218160",-117.984699465,33.6759,2013,"3010","0","6","2","03",0,1,"A",,,"Y",,,2400,8,"E","I","A","COLDWATER","DRYBANK DR",339,"N","N","2014-04-12",3010,"2013-08-17",2201,"1122","433","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","HUNTINGTON BEACH","ORANGE","CA",0,0
"6217431",-117.618802149,33.4303,2013,"3017","0","5","2","09",0,1,"A",,,"Y",,,2100,8,"A","C","A","NORTH EL CAMINO REAL","ESCALONES",0,,"Y","2014-04-05",3000,"2013-08-09",1948,"4070","992J2","5","5","0","0",,"0","671","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","SAN CLEMENTE","ORANGE","CA",-117.61819,33.43123
"6216412",-117.992872067,33.786509985,2013,"3021","0","3","2","03",0,1,"A",,,,,,1800,1,"E","I","A","PLAZA WY","BEACH BL",3,"E","N","2014-10-27",3000,"2013-01-23",1603,"2257","797J3","5","4","0","0",,"0","025","-","Y","ORA",12,39,"-","-",9.536,"I","5","N","Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","STANTON","ORANGE","CA",0,0
"6215377",-117.880552111,33.8729,2013,"3008","3","6","2","03",0,1,"A",,,"Y",,,1500,9,"C","C","A","RT 57","CHAPMAN AV",460,"S","N","2014-04-07",9675,"2013-09-07",1210,"020582",,"1","6","0","1",,"2","571","-","Y",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","D","-","A","D","0","Y","A","08",1,0,0,0,0,0,0,0,1,"-","-","FULLERTON","ORANGE","CA",-117.88004,33.87238
"6214538",-118.005852145,33.781,2013,"3009","0","3","2","12",0,2,"A",,,,,,1800,9,"D","C","A","LAMPSON AV","MONARCH ST",0,,"N","2014-11-13",3009,"2013-09-18",1625,"36964","044","5","6","0","0",,"0","1-1","-","N",,0,0,,,0,,,,"Y",2,"A","-",22450,"A","N","A","H","-","A","A","0","Y","-","-",1,0,1,0,0,0,0,0,0,"-","-","GARDEN GROVE","ORANGE","CA",0,0
"6212774",-117.747733451,33.6601,2013,"3026","1","3","2","03",0,1,"A",,"Y",,,,900,8,"E","I","A","RT 5","BARRANCA PKWY",202,"S","N","2014-03-27",9675,"2013-08-28",830,"016754",,"1","6","0","1",,"2","504","-","Y",,0,0,,,0,,,,"N",1,"A","-",22350,,"N","A","H","-","A","-","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","IRVINE","ORANGE","CA",-117.74698,33.66019
"6211964",-117.659193105,33.6544,2013,"3050","0","4","2","01",0,3,"A",,,,,"Y",1800,9,"C","C","A","EL TORO RD","NORMANDALE DR",70,"W","N","2014-04-09",3000,"2013-09-19",1706,"6717","892C1","5","5","0","0",,"0","18762","-","N",,0,0,,,0,,,,"Y",5,"A","-",23152,"A","F","A","H","-","A","A","0","Y","D","22",1,0,2,0,0,0,0,0,0,"-","-","LAKE FOREST","ORANGE","CA",-117.39326,33.39152
"6211599",-117.700452064,33.5727,2013,"3045","0","7","2","01",0,2,"A",,,,,"Y",2100,9,"D","C","A","OSO PKWY","MOULTON PKWY",0,,"Y","2014-04-09",3000,"2013-09-22",2059,"5163","921H5","5","4","0","0",,"0","18740","-","N",,0,0,,,0,,,,"Y",2,"A","-",23153,"A","N","A","H","-","C","A","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","-","LAGUNA HILLS","ORANGE","CA",0,0
"6209829",-117.930342218,33.6147,2013,"3014","0","7","2","11",0,1,"A","Y",,,,"Y",2100,9,"G","B","B","NEWPORT BL","30TH ST",0,,"Y","2014-04-08",3014,"2013-09-08",2048,"1380","15","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21456,"B","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6209423",-117.6720565,33.5472,2013,"3028","0","2","2","06",0,1,"B",,,"Y",,,900,9,"B","C","A","AVERY PKY","MARGUERITE PKWY",336,"W","N","2014-04-10",3000,"2013-09-17",750,"5036","952B2","5","5","0","0",,"0","750","-","Y",,0,0,,,0,,,,"N",2,"A","-",21755,,"N","A","H","-","A","A","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","MISSION VIEJO","ORANGE","CA",0,0
"6205690",-117.975320334,33.7885,2013,"3009","0","5","2","08",0,1,"A",,,,,,2100,9,"E","I","A","CHAPMAN AV","MAGNOLIA AV",31,"E","N","2014-04-03",3009,"2013-09-06",2001,"3397","083","5","6","0","0",,"0","1-2","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","GARDEN GROVE","ORANGE","CA",0,0
"6204462",-117.8764821,33.7345,2013,"3019","0","1","2","12",0,1,"A",,"Y",,,,2100,9,"-","C","A","FLOWER ST","MCFADDEN AV",10,"N","N","2014-04-04",3019,"2013-09-09",2030,"3317","SC","5","7","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",3,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","08",1,0,0,0,0,0,1,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6202051",-117.811194373,33.6462,2013,"3026","0","3","2","09",0,1,"A",,"Y",,,,1500,8,"D","G","A","SYCAMORE CREEK","ROLLING BROOK",158,"S","N","2014-04-02",3026,"2013-08-28",1321,"4779",,"5","6","0","0",,"0","00U","-","N",,0,0,,,0,,,,"N",2,"A","-",21804,"A","N","A","H","-","A","A","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","IRVINE","ORANGE","CA",0,0
"6200555",-118.014282162,33.816,2013,"3001","0","7","2","01",0,2,"A",,,"Y",,"Y",300,9,"E","I","A","GLENROY AV","STADCO DR",0,,"Y","2014-04-10",3001,"2013-09-01",14,"415",,"5","7","0","0",,"0","0D1","-","N",,0,0,,,0,,,,,2,"A","-",23152,"A","N","A","H","-","C","A","0","Y","C","02",1,1,0,0,0,0,0,0,2,"-","-","ANAHEIM","ORANGE","CA",0,0
"6199747",-117.716709842,33.8666,2013,"3001","3","7","2","08",0,2,"A",,,,,,1500,9,"E","I","A","RT 91","GYPSUM CANYON RD",1550,"W","N","2014-04-03",9675,"2013-09-01",1320,"20582",,"1","7","0","1",,"2","195","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","07",1,0,1,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.71747,33.86676
"6199723",-117.878172114,33.9408,2013,"3000","5","1","2","01",0,4,"B",,,,,"Y",2400,9,"D","C","A","BREA CANYON RD","TONNER CANYON RD",0,,"Y","2014-04-03",9675,"2013-09-02",2233,"20070",,"3","9","0","3",,"2","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","D","A","0","Y","A","07",1,2,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","ORANGE","CA",-117.87807,33.94071
"6198280",-117.918985,33.7684,2013,"3009","3","5","2","03",0,1,"A",,,,,,1500,8,"C","C","A","RT 22","HARBOR BL",500,"E","N","2014-03-26",9670,"2013-08-30",1420,"13414",,"2","6","0","1",,"2","024","-","Y",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","GARDEN GROVE","ORANGE","CA",-117.91851,33.7682
"6197589",-117.623599006,33.674,2013,"3000","4","4","2","11",0,1,"A","Y",,,,,2400,8,"G","B","E","EL TORO RD","VALLEY VISTA WY",300,"W","N","2014-03-28",9690,"2013-08-22",2118,"19618",,"2","9","0","2",,"2","030","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21955,,"N","A","H","-","D","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","UNINCORPORATED","ORANGE","CA",-117.62365,33.67396
"6197396",-117.880269541,33.6791,2013,"3004","3","6","2","01",0,3,"B",,,,,"Y",2400,8,"C","C","A","RT 55","BAKER ST",400,"S","N","2014-03-27",9675,"2013-08-03",2133,"020027",,"2","6","0","1",,"2","553","-","Y",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",1,2,0,0,0,0,0,0,0,"-","-","COSTA MESA","ORANGE","CA",-117.87899,33.67904
"6197127",-117.933062175,33.936,2013,"3012","0","2","2","06",0,1,"A",,,"Y",,,1800,8,"D","C","A","HARBOR BL","FRANCIS ST",0,,"Y","2014-03-27",3012,"2013-08-13",1739,"516",,"5","5","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21755,,"N","A","H","-","A","A","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","LA HABRA","ORANGE","CA",0,0
"6196619",-117.801512119,33.6586,2013,"3026","0","1","2","09",0,2,"A",,,,,,1500,8,"D","C","A","UNIVERSITY","MICHELSON",0,,"Y","2014-03-28",3026,"2013-08-12",1325,"4779/525","U","5","6","0","0",,"0","00U","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","IRVINE","ORANGE","CA",0,0
"6195957",-117.872292204,33.8549,2013,"3001","0","4","2","01",0,1,"A",,,,,"Y",2400,3,"D","C","A","MIRALOMA AV","BLUE GUM ST",0,,"Y","2014-09-09",3001,"2013-03-14",2116,"A1622",,"5","7","0","0",,"0","0D4","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","M","A","H","-","C","A","0","Y","A","07",1,0,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6195765",-117.890858594,33.8742,2013,"3008","0","7","2","01",0,3,"A",,,,,"Y",300,5,"-","C","A","CHAPMAN AV","STATE COLLEGE BL",361,"W","N","2014-02-22",3008,"2013-05-12",5,"1344",,"5","6","0","0",,"0","0Z3","-","N",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",1,2,0,0,0,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6195760",-117.989443542,33.731,2013,"3010","0","2","2","11",0,1,"B","Y",,,,,300,5,"G","B","E","RT 39","EDINGER",250,"N","N","2014-02-22",3010,"2013-05-07",238,"1192","242","5","6","0","0",,"0",,"-","Y",,0,0,,,0,,,,"Y",2,"A","-",21956,,"N","A","H","-","C","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","HUNTINGTON BEACH","ORANGE","CA",-117.59354,33.4386
