"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"6328889",-118.071922169,33.8104,2013,"3013","0","3","2","12",0,1,"A",,,,,,600,12,"D","C","A","LOS ALAMITOS BL","CERRITOS AV",0,,"Y","2014-05-29",3013,"2013-12-11",543,"178",,"5","3","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","LOS ALAMITOS","ORANGE","CA",0,0
"6326240",-117.981428887,33.8579,2013,"3001","3","2","2","01",0,1,"A",,,,,"Y",600,12,"E","I","A","RT 91","MAGNOLIA AV",1605,"W","N","2014-05-23",9670,"2013-12-24",359,"16194",,"3","7","0","1",,"2","091","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.983,33.85746
"6326125",-117.982489166,33.8576,2013,"3001","3","2","2","03",0,2,"A",,,,,"Y",600,12,"D","C","A","RT 91","MAGNOLIA AV",1954,"W","N","2014-05-23",9670,"2013-12-24",400,"16194",,"3","7","0","1",,"2","091","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","D","D","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.983,38.85746
"6323176",-117.708792079,33.614,2013,"3045","0","2","2","08",0,2,"A",,,,,,2100,11,"D","C","A","EL TORO RD","AVENIDA DE LA CARLOTA",0,,"Y","2014-05-20",3000,"2013-11-26",2035,"6454","891F7","5","4","0","0",,"0","446","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","C","A","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","LAGUNA HILLS","ORANGE","CA",0,0
"6322643",-117.697340735,33.553,2013,"3040","0","7","2","09",0,2,"A",,,,,"Y",2400,12,"D","C","A","MOULTON PKWY","RANCHO NIGUEL",904,"N","N","2014-05-27",3000,"2013-12-08",2152,"5163","951H1","5","5","0","0",,"0","040","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","C","D","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","LAGUNA NIGUEL","ORANGE","CA",0,0
"6322204",-117.944132178,33.7164,2013,"3007","0","5","1","11",1,0,"A","Y",,,,,2100,12,"G","B","D","WARNER AV","SAN RICARDO ST",0,,"Y","2014-07-30",3007,"2013-12-06",1916,"272","46","5","5","0","0",,"0","54M","-","N",,0,0,,,0,,,,"Y",2,"A","-",21950,"B","N","A","H","-","C","D","0","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-","FOUNTAIN VALLEY","ORANGE","CA",0,0
"6322200",-117.942682107,33.7163,2013,"3007","0","1","2","08",0,2,"A",,,,,,900,12,"E","I","A","WARNER AV","LOS JARDINES WEST",378,"W","N","2014-06-10",3007,"2013-12-16",734,"270","46","5","5","0","0",,"0","56M","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","07",1,1,0,0,0,0,0,0,0,"-","-","FOUNTAIN VALLEY","ORANGE","CA",0,0
"6321209",-117.915889203,33.7452,2013,"3019","0","4","2","01",0,1,"A",,,,,"Y",2100,11,"E","I","A","1ST ST","SUSAN",700,"W","N","2014-05-20",3019,"2013-11-07",1923,"2983","WE","5","7","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6320494",-117.860580704,33.7481,2013,"3019","0","2","2","11",0,1,"A","Y",,,,,600,10,"G","B","B","4TH ST","LACY ST",27,"W","N","2014-05-02",3019,"2013-10-15",516,"2859","NE","5","7","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"D","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6320296",-117.922665161,33.7888,2013,"3009","0","5","1","11",1,0,"A","Y",,,,"Y",2400,12,"G","B","D","CHAPMAN AV","DEBBIE LN",205,"W","N","2015-01-12",3009,"2013-12-27",2315,"1925","133","5","6","0","0",,"0","202","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-","GARDEN GROVE","ORANGE","CA",0,0
"6320085",-117.848732321,33.7982,2013,"3015","0","4","2","11",0,1,"A","Y",,,,,1800,12,"G","B","B","SHAFFER ST","EVERETT PL",16,"S","N","2014-05-31",3015,"2013-12-05",1636,"919","16W","5","6","0","0",,"0","712","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"B","N","A","H","-","A","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6320072",-117.835723752,33.7912,2013,"3015","0","5","2","08",0,4,"A",,,,,,2400,12,"C","C","A","TUSTIN ST","E PALM AV",72,"S","N","2014-05-29",3015,"2013-12-13",2145,"1329","26N","5","6","0","0",,"0","331","-","N",,0,0,,,0,,,,"Y",4,"A","-",22107,,"N","A","H","-","C","A","0","Y","A","01",1,1,2,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6313628",-117.778521387,33.8599,2013,"3001","3","5","2","03",0,1,"A",,,"Y",,,2100,12,"B","C","A","RT 91","IMPERIAL HWY",4200,"E","N","2014-05-22",9675,"2013-12-20",1935,"15114",,"2","7","0","1",,"2","094","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","ANAHEIM","ORANGE","CA",-117.7779,33.85993
"6313203",-117.730932175,33.639,2013,"3026","0","7","2","12",0,2,"A",,,,,,900,11,"D","C","A","BAKE","RT 5",0,,"Y","2014-05-13",3026,"2013-11-24",633,"358",,"5","6","0","0",,"0","00C","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","SF","IRVINE","ORANGE","CA",0,0
"6313129",-118.042762248,33.7525,2013,"3024","0","7","2","01",0,1,"A",,,,,"Y",300,8,"E","I","A","BOLSA CHICA RD","CHURCHILL AV",0,,"Y","2014-04-01",3024,"2013-08-04",252,"312","914","5","5","0","0",,"0","WEST","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","WESTMINSTER","ORANGE","CA",0,0
"6312905",-118.023545706,33.7571,2013,"3024","0","6","2","18",0,2,"A",,,,,,600,11,"A","E","A","ASH ST","MAHOGANY AV",188,"N","N","2014-05-12",3024,"2013-11-09",510,"312","P15","5","5","0","0",,"0","WEST","-","N",,0,0,,,0,,,,"Y",3,"C","-",0,,"N","A","H","-","C","D","0","Y","-","-",1,1,0,0,0,0,0,0,0,"-","-","WESTMINSTER","ORANGE","CA",0,0
"6312120",-117.68805218,33.6262,2013,"3050","0","3","2","12",0,2,"A",,,,,,900,12,"D","C","A","JERONIMO RD","CHERRY AV",0,,"Y","2014-05-22",3000,"2013-12-11",815,"5013","891J5","5","5","0","0",,"0","764","-","N",,0,0,,,0,,,,"Y",4,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","LAKE FOREST","ORANGE","CA",0,0
"6312043",-117.697322169,33.6233,2013,"3050","0","2","2","03",0,3,"B","Y",,,,,1800,12,"G","B","F","MUIRLANDS BL","EL TORO RD",0,"N","N","2014-06-27",3000,"2013-12-03",1545,"5013","891H5","5","5","0","0",,"0","764","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",2,1,0,0,2,0,0,0,0,"-","-","LAKE FOREST","ORANGE","CA",0,0
"6309719",-117.878269026,33.7803,2013,"3019","1","2","2","04",0,1,"A",,,"Y",,,1800,11,"C","C","A","RT 5","LA VETA AV",100,"S","N","2014-05-08",9675,"2013-11-19",1625,"20650",,"2","7","0","1",,"2","520","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21703,,"N","A","H","-","B","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","SANTA ANA","ORANGE","CA",-117.87816,33.7798
"6309305",-117.92215724,33.8542,2013,"3001","3","2","2","03",0,1,"A",,,"Y",,,1500,12,"C","C","A","RT 91","LEMON ST",668,"W","N","2014-05-28",9670,"2013-12-17",1419,"17192",,"2","7","0","1",,"2","094","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","ANAHEIM","ORANGE","CA",-117.92156,33.854
"6307037",-117.890783186,33.7454,2013,"3019","0","4","2","11",0,1,"A","Y",,,,"Y",1800,11,"G","B","D","WEST 1ST ST","WESTERN",213,"E","N","2014-05-07",3019,"2013-11-14",1508,"3025","SC","5","7","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6306185",-118.01218895,33.6644,2013,"3010","0","7","2","01",0,1,"A",,,"Y",,"Y",1800,8,"C","C","A","RT 1","17TH",164,"E","N","2014-04-02",3010,"2013-08-18",1726,"1096","461","5","6","0","0",,"0","002","-","Y",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","A","A","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","HUNTINGTON BEACH","ORANGE","CA",-118.043,33.3952
"6304154",-117.659040423,33.639,2013,"3028","0","2","2","22",0,1,"A",,,"Y",,,1500,12,"F","A","A","LOS ALISOS BL","VISTA DEL LAGO",199,"W","N","2014-05-21",3000,"2013-12-17",1435,"1920","892C3","5","5","0","0",,"0","752","-","N",,0,0,,,0,,,,"Y",1,"B","-",0,,"N","A","H","-","A","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","MISSION VIEJO","ORANGE","CA",0,0
"6304151",-117.942602246,33.889,2013,"3008","0","7","2","08",0,1,"A",,,,,"Y",1200,12,"A","I","A","BASTANCHURY RD","EUCLID ST",0,,"Y","2014-05-21",3008,"2013-12-01",1029,"1452",,"5","6","0","0",,"0","0Z2","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6304127",-117.929266992,33.9003,2013,"3008","0","5","2","09",0,1,"A",,,,,,1800,12,"D","C","A","HARBOR BL","BASTANCHURY RD",1700,"N","N","2014-05-20",3008,"2013-12-06",1713,"1117",,"5","6","0","0",,"0","0Z2","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6303624",-117.815392917,33.8021,2013,"3015","0","5","2","-",0,1,"A",,,,,"Y",600,12,"E","I","A","E COLLINS AV","ROBERTA ST",353,"E","N","2014-05-28",3015,"2013-12-06",424,"1490","645","5","6","0","0",,"0","111","-","N",,0,0,,,0,,,,"Y",1,"A","-",0,,"N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6302159",-117.923641482,33.6215,2013,"3014","0","1","2","08",0,1,"A",,"Y",,,"Y",1500,11,"H","A","A","RIVERSIDE AV","AVON ST",93,"N","N","2014-05-09",3014,"2013-11-18",1408,"1179","25","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6302151",-117.920975272,33.6188,2013,"3014","0","1","2","09",0,1,"A",,,"Y",,,2100,11,"D","C","A","RT 1","TUSTIN AV",680,"E","N","2014-05-09",3014,"2013-11-18",1927,"1179","26","5","5","0","0",,"0",,"-","Y",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6301010",-117.881572212,33.7162,2013,"3019","0","7","2","10",0,1,"A","Y",,,,,1800,11,"G","B","B","WARNER AV","SHELTON ST",0,,"Y","2014-05-09",3019,"2013-11-10",1731,"3147","SOUTH","5","7","0","0",,"0","017","-","Y",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","D","D","0","Y","D","22",1,0,0,0,1,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6300983",-117.928386844,33.6212,2013,"3014","0","6","2","03",0,5,"A",,,,,"Y",2400,11,"D","C","A","RT 1","OLD NEWPORT BL",298,"E","N","2014-05-12",3014,"2013-11-16",2330,"1079","25","5","5","0","0",,"0",,"-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",3,1,1,0,0,0,0,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",0,0
"6300818",-117.689207437,33.6079,2013,"3028","0","4","2","01",0,1,"A",,,,,"Y",600,12,"E","I","A","ALICIA PKWY","CHARLINDA DR",19,"E","N","2014-05-20",3000,"2013-12-12",440,"5384","891J7","5","5","0","0",,"0","18456","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","MISSION VIEJO","ORANGE","CA",0,0
"6300737",-117.795485391,33.8544,2013,"3001","3","2","2","08",0,1,"A",,,,,,600,12,"E","I","A","RT 91","IMPERIAL HWY",1478,"W","N","2014-05-15",9675,"2013-12-03",551,"15784",,"3","7","0","1",,"2","194","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","C","D","0","Y","D","22",1,0,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.7947,33.8543
"6300671",-117.880322186,33.9254,2013,"3002","0","4","2","12",0,3,"C",,,,"Y",,1500,12,"D","C","A","LAMBERT RD","RT 57",0,,"Y","2014-05-28",3002,"2013-12-19",1444,"1395","328Z","5","4","0","0",,"0","012","-","Y",,0,0,,,0,,,,"Y",4,"A","-",21453,"A","N","B","H","-","A","A","0","Y","F","26",1,0,2,0,0,0,0,0,0,"-","SF","BREA","ORANGE","CA",0,0
"6300224",-117.59761128,33.6435,2013,"3048","0","2","2","05",0,1,"A",,"Y",,,"Y",1800,8,"E","I","A","SANTA MARGARITA PKWY","ALMA ALDEA",318,"E","N","2014-04-02",3000,"2013-08-27",1538,"6961","RSM","5","4","0","0",,"0","893B2","-","N",,0,0,,,0,,,,"N",2,"A","-",21651,"A","N","A","H","-","A","A","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","RANCHO SANTA MARGARITA","ORANGE","CA",-117.3525,33.3544
"6299408",-117.876146453,33.7668,2013,"3019","0","5","1","10",1,0,"A","Y",,,,,900,4,"G","B","B","SANTA CLARA AV","FLOWER ST",20,"E","N","2014-08-04",3019,"2013-04-19",709,"2630","NE","5","7","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","01",0,0,0,1,0,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6298265",-117.939777844,33.8289,2013,"3001","0","1","2","11",0,1,"A","Y",,,,,2100,12,"G","B","D","BROADWAY","EUCLID ST",528,"E","N","2014-05-30",3001,"2013-12-09",1847,"A1252",,"5","7","0","0",,"0","0D1","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6298236",-117.854488624,33.8462,2013,"3001","0","4","2","11",0,1,"A","Y",,,,,2100,12,"G","B","D","GLASSELL ST","FRONTERA ST",35,"S","N","2014-05-28",3001,"2013-12-12",1822,"415",,"5","7","0","0",,"0","0D4","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6297959",-117.702598361,33.4909,2013,"3040","0","2","2","03",0,3,"A",,,,,,1800,11,"C","C","A","CAMINO DEL AVION","BEAR BRAND",53,"E","N","2014-05-09",3000,"2013-11-19",1506,"5163","971H3","5","5","0","0",,"0","18740","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","08",1,0,2,0,0,0,0,0,0,"-","-","LAGUNA NIGUEL","ORANGE","CA",0,0
"6297904",-117.796478969,33.6884,2013,"3026","0","2","2","01",0,1,"A",,,,,,600,12,"E","I","A","WEST YALE LOOP","WOODHOLLOW",273,"W","N","2014-05-23",3026,"2013-12-17",424,"282",,"5","6","0","0",,"0","00C","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","IRVINE","ORANGE","CA",0,0
"6297871",-117.754201112,33.5124,2013,"3011","0","6","2","08",0,1,"A",,,,,"Y",300,12,"E","I","A","RT 1","ALISO CIR",55,"S","N","2014-05-23",3011,"2013-12-14",49,"31264","81","5","4","0","0",,"0","003","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","07",1,0,0,0,0,0,0,0,0,"-","-","LAGUNA BEACH","ORANGE","CA",0,0
"6297549",-117.69175053,33.6053,2013,"3045","1","4","2","01",0,1,"C",,,,,"Y",300,10,"E","I","A","RT 5","ALICIA PKWY",445,"N","N","2014-04-21",9690,"2013-10-10",225,"18526",,"3","4","0","1",,"2","055","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","B","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"TO","-","LAGUNA HILLS","ORANGE","CA",-117.69553,33.6071
"6295720",-117.837128919,33.835,2013,"3015","0","1","2","09",0,1,"A",,,"Y",,,1500,11,"D","C","A","EAST LINCOLN AV","NORTH TUSTIN ST",270,"W","N","2014-05-27",3015,"2013-11-04",1303,"1496","77N","5","6","0","0",,"0","246","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","ORANGE","ORANGE","CA",0,0
"6294776",-117.977038602,33.8031,2013,"3000","5","6","2","11",0,1,"B","Y",,,,"Y",2400,11,"G","B","D","KATELLA AV","MAGNOLIA AV",410,"W","N","2014-05-07",9670,"2013-11-09",2155,"018757",,"2","9","0","3",,"2","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","UNINCORPORATED","ORANGE","CA",-117.97702,33.8031
"6293442",-117.668962512,33.5997,2013,"3028","0","3","2","01",0,2,"A",,,,,"Y",300,11,"E","I","A","LA PAZ RD","MOSQUERO LN",408,"E","N","2014-05-19",3000,"2013-11-13",248,"8737","922B1","5","5","0","0",,"0","18 754","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",2,0,0,0,0,0,0,0,0,"-","-","MISSION VIEJO","ORANGE","CA",0,0
"6291149",-117.876952171,33.7001,2013,"3019","0","4","1","12",1,1,"A","Y",,,"Y",,1200,5,"D","C","B","S FLOWER ST","W MACARTHUR BL",0,,"Y","2014-08-29",3019,"2013-05-30",1153,"2078","SOUTH","5","7","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","F","A","D","-","A","A","0","Y","A","01",0,0,1,1,0,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",-117.87701,33.69989
"6291144",-117.948445721,33.853980212,2013,"3001","3","7","1","01",1,0,"A",,,,,"Y",300,11,"E","I","A","RT 91","EUCLID ST",1490,"W","N","2014-08-20",9670,"2013-11-17",212,"19748",,"3","7","0","1",,"2","094","-","Y","ORA",12,91,"-","-",1.95,"H","-","E","Y",1,"A","-",23152,"A","N","A","H","-","C","D","1","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.94647,33.85392
"6291049",-118.036882271,33.8195,2013,"3005","0","6","1","11",1,0,"A","Y",,,,,2100,3,"G","B","D","WALKER ST","ASPEN ST",125,"N","N","2014-07-30",3005,"2013-03-30",1952,"8041","22","5","4","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-","CYPRESS","ORANGE","CA",0,0
"6291020",-117.693362951,33.695740184,2013,"3026","3","1","1","01",1,0,"A",,,,,"Y",300,8,"F","A","A","RT 241","PORTOLA PKWY",140,"N","N","2015-01-16",9675,"2013-08-26",52,"19897",,"3","6","0","1",,"2","242","-","Y","ORA",12,241,"-","-",25,"H","-","S","Y",1,"A","-",23152,"A","N","A","H","-","C","D","1","Y","A","07",0,0,0,0,0,0,0,0,0,"-","-","IRVINE","ORANGE","CA",-117.69274,33.69574
"6291015",-117.672754581,33.7482,2013,"3000","4","1","1","01",1,3,"A",,,,,"Y",300,9,"E","I","A","SANTIAGO CANYON RD","SILVERADO CANYON RD",100,"N","N","2014-08-08",9675,"2013-09-09",130,"20058",,"3","9","0","2",,"2","034","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","01",0,2,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","ORANGE","CA",-117.67377,33.74831
"6291004",-117.919503452,33.6856,2013,"3004","0","6","1","09",1,1,"B",,,"Y",,,2400,7,"D","C","A","HARBOR BL","GISLER AV",515,"S","N","2014-08-04",3004,"2013-07-20",2133,"549","19","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","D","0","Y","A","08",0,0,1,0,0,0,0,1,0,"-","-","COSTA MESA","ORANGE","CA",-117.91947,33.6857
"6291002",-118.07858747,33.724741161,2013,"3020","0","5","1","08",1,0,"A",,,"Y",,"Y",2400,8,"F","E","A","PACIFIC COAST HWY","ANDERSON ST",253,"W","N","2015-01-16",3020,"2013-08-23",2150,"362",,"5","4","0","0",,"0","SOUTH","-","Y","ORA",12,1,"-","-",31.17,"H","-","S","Y",2,"A","-",22107,,"N","A","H","-","C","A","0","Y","C","02",0,0,0,0,0,0,0,1,0,"-","-","SEAL BEACH","ORANGE","CA",0,0
"6290951",-117.926957279,33.8321,2013,"3001","0","1","1","01",1,1,"B",,,,,"Y",300,7,"C","E","A","SOUTH WEST ST","WEST LINCOLN AV",229,"S","N","2015-01-13",3001,"2013-07-22",131,"517",,"5","7","0","0",,"0","CENTRA","C","N",,0,0,,,0,,,,"Y",4,"A","-",23152,"A","N","B","H","-","C","D","0","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6290879",-117.761655883,33.584036023,2013,"3011","0","2","1","17",2,1,"A",,,,,,900,4,"A","C","A","RT 133","EL TORO RD",645,"N","N","2014-11-24",3011,"2013-04-02",641,"31051","71","5","4","0","0",,"0","001","-","Y","ORA",12,133,"-","-",3.54,"H","-","N","Y",2,"A","-",23109,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LAGUNA BEACH","ORANGE","CA",0,0
"6290866",-118.079073827,33.7595,2013,"3020","0","5","1","09",1,1,"A",,,,"Y",,1800,4,"D","C","A","WESTMINSTER AV","SEAL BEACH BL",363,"W","N","2014-08-08",3020,"2013-04-26",1609,"307",,"5","4","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A",,0,1,0,0,0,0,0,0,0,"-","-","SEAL BEACH","ORANGE","CA",0,0
"6290860",-118.044919694,33.774894869,2013,"3020","3","1","1","08",1,0,"A",,,,,,600,12,"E","I","A","RT 22","VALLEY VIEW ST",2380,"W","N","2015-01-16",9670,"2013-12-30",345,"18212",,"3","4","0","1",,"2","021","-","Y","ORA",12,405,"-","-",21.01,"H","-","N","Y",1,"A","-",22107,,"N","A","D","-","C","D","1","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","SEAL BEACH","ORANGE","CA",-118.04543,33.77504
"6290858",-117.973115098,33.939894891,2013,"3012","0","5","1","12",1,1,"A","Y",,,,"Y",2100,10,"G","B","B","WHITTIER BL","KOOPMANS WY",13,"W","N","2015-01-16",3012,"2013-10-25",2052,"288","11","5","5","0","0",,"0","0NW","-","Y","ORA",12,72,"-","-",11.721,"I","5","N","Y",3,"A","-",21453,"A","F","A","H","-","C","A","0","Y","A","01",0,1,0,1,1,0,0,0,0,"-","-","LA HABRA","ORANGE","CA",0,0
"6290848",-117.993591018,33.859,2013,"3003","0","4","1","11",1,0,"A","Y",,,,"Y",2400,5,"G","B","D","ORANGETHORPE AV","STANTON AV",46,"E","N","2015-01-13",3003,"2013-05-30",2210,"752","3003","5","5","0","0",,"0","008","-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","N","A","H","-","C","A","0","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-","BUENA PARK","ORANGE","CA",0,0
"6290817",-118.028472212,33.8285,2013,"3005","0","1","1","11",1,0,"A","Y",,,,"Y",2400,3,"G","B","D","VALLEY VIEW ST","LAKESHORE DR",0,"S","N","2015-01-13",3005,"2013-03-18",2252,"8041","16","5","4","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-","CYPRESS","ORANGE","CA",0,0
"6290813",-117.835670818,33.7988,2013,"3015","0","6","1","11",1,0,"A","Y",,,,"Y",2400,9,"G","B","D","NORTH TUSTIN ST","E MAYFAIR AV",105,"S","N","2014-07-16",3015,"2013-09-28",2240,"0656","26N","5","6","0","0",,"0","722","-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","F","A","H","-","C","A","0","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
